FHDI_Food_ID,Food_Name,Scientific_Name,Common_Name,Description,Group,Subgroup,ITIS_ID,FoodB_ID,DTU_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
F00249,Chinese Persimmon,Diospyros kaki,"Kaki Persimmon, Japanese Persimmon","Diospyros kaki, better known as the Japanese Persimmon, Kaki Persimmon (kaki) or Asian Persimmon in North America, is the most widely cultivated species of the Diospyros genus. ",Fruits,Tropical fruits,505970,FOOD00073,NA,35925,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,"Chinese Persimmon is a traditional Chinese medicinal material that combines medicine and food. Persimmons can clear heat and detoxify, moisten the lungs and cough, reduce swelling, soften and firm, invigorate the spleen and qi, nourish the stomach and middle, astringent the intestines and stop bleeding."
F00250,Chinese green onion,Bulbus Allii Fistulosi,"Allium bulb, Wild scallion, Chinese green onion","Bulbus Allii Fistulosi are often consumed as a common spice, seasoning, or vegetable. Bulbus Allii Fistulosi play an important role in cooking, and are often consumed as a common spice, seasoning, or vegetable in East Asian countries and various Chinese speaking regions.",Vegetables,Onion-family vegetables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese green onion, also a traditional Chinese medicine name. The bulb near the root of the lily family plant onion. It has the effect of sweating, relieving external heat, and promoting the circulation of yang qi."
F00251,Kiwi,Actinidia chinensis,NA,"The kiwifruit, often shortened to kiwi in many parts of the world, is the edible berry of a woody vine in the genus Actinidia. The most common cultivar group of kiwifruit ('Hayward') is oval, about the size of a large hen's egg. ",Fruits,Tropical fruits,506775,FOOD00004,1858,3625,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,NA
F00252,Rice Wine,NA,"Chinese Rice Wine, Mijiu","Rice wine, also known as wine brewing or sweet wine. Made from glutinous rice, it is a traditional specialty liquor of the Han ethnic group.",Beverages,Fermented beverages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00253,Leaf of Chinese Holly,Ilex kudingcha Tseng,Kuding tea,"Kuding tea, a traditional Chinese medicine name. It is an evergreen tree of the Ilex family, genus Ilex, and genus Kudingcha. It is a traditional pure natural health drink in China.",Beverages,Teas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf of Chinese Holly belongs to the list of traditional Chinese medicines that can be used as health food published by the Chinese Health Commission
F00254,Mushroom,Agaricus campestris,NA,"Mushroom (scientific name: Agaricus campestris) is a fungus belonging to the family Agaricus and genus Agaricus, also known as white mushrooms or foreign mushrooms. It belongs to the subphylum Agaricus of the order Agaricules and is a widely cultivated, high-yield, and high consumption edible mushroom variety in the world",Vegetables,Mushrooms,NA,NA,NA,56157,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,NA
F00255,Asian pear,Pyrus pyrifolia,"Asian pear, Chinese pear, Korean pear, Japanese pear, Taiwan pear","Pyrus pyrifolia is a pear tree species native to China, Japan, and Korea. The tree's edible fruit is known by many names, including: Asian pear, Chinese pear, Korean pear, Japanese pear, Taiwan pear, and sand pear. Along with cultivars of P. × bretschneideri and P. ussuriensis, the fruit is also called the nashi pear.",Fruits,Pomes,25296,FOOD00291,9,3767,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,NA
F00256,Persian lime,Citrus latifolia,"Tahiti lime, Bearss lime, Citrus x latifolia","Persian lime (Citrus ×latifolia) or Shiraz Limoo also known as Tahiti lime or Bearss lime (named after John T. Bearss, who developed this seedless variety about 1895 in his nursery at Porterville, California), is a citrus fruit related to the standard lime.",Fruits,Citrus,NA,FOOD00543,NA,200541,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00257,Breadfruit,Artocarpus altilis,NA,"Breadfruit (Artocarpus altilis) is a species of flowering tree in the mulberry family, Moraceae, growing throughout Southeast Asia and most Pacific Ocean islands. Its name is derived from the texture of the cooked fruit, which has a potato-like flavor, similar to fresh-baked bread.",Fruits,Tropical fruits,184181,FOOD00309,NA,194251,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,NA
F00258,European plum,Prunus domestica,Prunus × domestica,"Prunus domestica (sometimes referred to as Prunus × domestica) is a species of flowering plant in the family Rosaceae. A deciduous tree, it includes many varieties of the fruit trees known as plums in English, though not all plums belong to this species.",Fruits,Drupes,24774,FOOD00147,1852,3758,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
F00259,Zucchini,Cucurbita pepo Linn.,NA,"Cucurbita pepo L. is an annual vine herbaceous plant in the family Cucurbitaceae and genus Cucurbitaceae. Distributed all over the world. Zucchini contains a large amount of nutrients such as vitamin C and glucose, which have the effects of relieving restlessness and thirst, moistening the lungs and relieving cough, clearing heat and diuresis, and dispersing swelling and nodules. Fruit is used as a vegetable.",Gourds,Gourds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00260,Beetroot,Beta vulgaris,Sugarbeet,"Beta vulgaris L. is a biennial or perennial herbaceous plant in the family Chenopodiaceae and genus Beet. The roots of beets contain a large amount of beet red, which gives them a unique color. The sugar content is high, and it is rich in vitamin A and a large amount of potassium. Due to its unique color, it is often used in ingredients or as a food coloring.",Vegetables,Root vegetables,NA,NA,NA,161934,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,"Beet has a cool nature, a sweet and bitter taste, and functions to clear heat and detoxify, promote blood stasis and stop bleeding."
F00261,Lichee,Litchi chinensis,lychee,"The lychee (Litchi chinensis) is the sole member of the genus Litchi in the soapberry family, Sapindaceae. It is a tropical and subtropical fruit tree native to the Guangdong and Fujian provinces of China, and now cultivated in many parts of the world.",Fruits,Tropical fruits,503504,FOOD00103,NA,151069,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Litchi,"Pharmacological studies have shown that lychee seeds have effects such as lowering blood sugar, lowering blood lipids, antiviral, and anti liver damage. But lychees are mainly used as fruits"
F00262,Duck blood,NA,YA XUE,"Duck blood is the blood of domestic ducks. Animal blood has a high iron content and exists in the form of heme iron, which is easily absorbed and utilized by the human body.",Animal foods,Poultry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00263,Yellow rice wine,NA,"Glutinous rice wine, HUANG JIU","Yellow rice wine is a fermented liquor made mainly from rice, millet, millet, corn, wheat, water, and other raw materials, using enzymes, yeast, and other saccharification and fermentation agents.",Beverages,Fermented beverages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00264,Black Sesame,Semen Sesami Nigrum,NA,"Sesame is a flowering plant in the genus Sesamum. Numerous wild relatives occur in Africa and a smaller number in India. It is widely naturalized in tropical regions around the world and is cultivated for its edible seeds, which grow in pods.",Spices,Oilseed crops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00265,Sorghum,Sorghum vulgare,Sorghum bicolor,"Sorghum is a genus of numerous species of grasses, one of which is raised for grain and many of which are used as fodder plants, either cultivated or as part of pasture. The plants are cultivated in warmer climates worldwide. Species are native to tropical and subtropical regions of all continents in addition to the southwest Pacific and Australasia. Sorghum is in the subfamily Panicoideae and the tribe of Andropogoneae.",Cereals and cereal products,Cereals,42108,FOOD00177,NA,4558,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,NA
F00266,Sugarcane,Saccharum officinarum L.,NA,"Sugarcane is a temperate and tropical crop that is used as a raw material for producing sucrose and can be refined into ethanol as an energy substitute. More than 100 countries around the world produce sugarcane, with the largest sugarcane producing countries being Brazil, India, and China. Sugarcane contains abundant sugar and water, as well as various vitamins, fats, proteins, organic acids, calcium, iron, and other substances that are very beneficial to human metabolism.",Fruits,Other fruits,NA,NA,NA,4547,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,NA
F00267,Semen Sojae Preparatum,Glycine max,"Prepared Soja, Prepared soybean","Douchi (Chinese: 豆豉; pinyin: dòuchǐ) or tochi (also known as fermented black soybeans, Chinese fermented black beans (Chinese: 黑豆豆豉; pinyin: hēidòu dòuchǐ; Jyutping: haak1dau2 dau6si6), salted black beans, salty black beans, or just black beans) is a type of fermented and salted black soybean most popular in the cuisine of China, where they are most widely used for making black bean sauce dishes.",Soy,Soy products,NA,NA,NA,3847,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,NA
F00268,Kumquat,Fortunella margarita,"Oval Kumquat Equivalent plant, Fortunella crassifolia , Fortunella japonica","Kumquat with licorice as seasoning, can be made into cold fruit, kumquat fruit is rich in vitamin C, kumquin and other components, to maintain cardiovascular function, prevent vascular sclerosis, hypertension and other diseases have a certain role.",Fruits,Citrus,NA,NA,NA,85437,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00269,Wasabi,Wasabia japonica,NA,"Wasabi is a plant of the Brassicaceae family, which includes cabbages, horseradish, and mustard.  It is also called Japanese horseradish, although horseradish is a different plant (which is generally used as a substitute for wasabi, due to the scarcity of the wasabi plant).  Its stem is used as a condiment and has an extremely strong pungency more akin to hot mustard than the capsaicin in a chili pepper, producing vapours that stimulate the nasal passages more than the tongue.",Spices,Spices,"	506210",FOOD00498,NA,75806,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,NA
F00270,Purple mangosteen,Garcinia mangostana,NA,"The purple mangosteen (Garcinia mangostana), colloquially known simply as mangosteen, is a tropical evergreen tree believed to have originated in the Sunda Islands and the Moluccas of Indonesia. It grows mainly in Southeast Asia, and also in tropical South American countries such as Colombia, in the state of Kerala in India and in Puerto Rico, where the tree has been introduced. ",Fruits,Tropical fruits,21484,FOOD00406,NA,58228,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA
